"coupon_id","title","description","discount","minimum_cart","applicables","brands","users","payment","offer_tnc"
"13-7-535848","Cart Buster Sale - Flat 57% Off On Purchase Of Rs.1399","Place an order of Rs.1399 or more and get flat 57% off at American Swan. Valid for products listed on the listing page. Use Code to avail discount.",,,,,,,
"13-7-535849","Cart Buster Sale - Flat 58% Off On Purchases Of Rs.1599","Place an order of Rs.1599 or more and get flat 58% off at American Swan. Valid for products listed on the listing page. Use Code to avail discount.",,,,,,,
"13-7-545019","Buy 1 And Get 1 Free On Apparels","Buy at American Swan and buy 1 and get 1 free on apparels. Use Code to Avail this deal. Hurry! offer valid only for a limited period.",,,,,,,
"13-7-548592","Flat 57% Off On Orders Of Rs.1199 & Above","Get up to 57% off on orders of Rs.1199 at American Swan. An apply Code is required. Hurry! offer valid only for a limited period.",,,,,,,
"13-7-550484","Fashion Sale - Flat 55% Off On Purchase Of Rs.1499","Place an order of Rs.1499 or more and get flat 55% off at American Swan. Valid for products listed on the listing page. Use Code to avail discount.",,,,,,,
"13-7-550485","Fashion Sale - Flat 50% Off On Purchase Of Rs.999","Place an order of Rs.999 or more and get flat 50% off at American Swan. Valid for products listed on the listing page. Use Code to avail discount.",,,,,,,
"13-7-550680","Flat 55% Off On Purchase Of Rs.1499 & Above","Place an order of Rs.1499 or more and get flat 55% off at American Swan. Valid for products listed on the listing page till 5pm only. Use Code to avail discount.",,,,,,,
"13-7-552085","Flash Sale - Flat 57% Off On Minimum Orders Of Rs.1099","Buy apparel and get flat 57% off on minimum order of Rs.1099 at American Swan. Apply Code and get discount.",,,,,,,
"13-7-552963","Flat 50% Off On Orders Of Rs.999 And Above","Get flat 50% off on orders of Rs.999 and above at American Swan. Apply Code to avail this offer. Hurry! offer valid only for a limited period.",,,,,,,
"13-7-553905","Upto 65% Off On Minimum Shopping Of Rs.1899","Buy apparel & accessories and get upto 65% off on minimum order of Rs.1899 at American Swan.",,,,,,,
"13-7-554175","Flat 20% Off On Styles Apparel","Buy shirts, pullover & more and get flat 20% off at American Swan. Apply Code and get discount.",,,,,,,
"13-7-555814","Flat 59% Off On Casual Wear For Men & Women","Flat 59% off on casual wear for men & women at American Swan. Minimum purchase of Rs.1299 & above. Use Code to avail this offer. Offer valid for limited period only.",,,,,,,
"13-7-556580","Upto 70% Plus Extra 30% Off On Womens Wear Orders Of Rs.1499 & Above","Upto 70% plus extra 30% off on orders of Rs.1499 & above at American Swan. Offer applicable on womens wear only. Use Code to avail this offer.",,,,,,,
"13-7-556581","Fashion Frenzy - Flat 61% Off On Orders Of Rs.1499 & Above","Fashion Frenzy - Get flat 61% off on orders of Rs.1499 & above at American Swan. Use Code to avail this offer.",,,,,,,
"130-7-35220","Get Upto 15% Off On Last Minute Hotel Booking","Last minute hotel booking can get you upto 15% off on premier hotels",,,,,,,
"130-7-521226","Mega Deals Of The Day - Get Upto 85% Off On Hotels","Book your hotels and get upto 85% off at Hotels.com. No Code to avail this offer. Offer valid for limited period only.",,,,,,,
"130-7-542235","Weekend Getaway Discounts On Hotels","Hotels is offering best deals. Get amazing deals on weekend Getaway Hotels to Bangalore, Chennai, Delhi, Kolkata & Mumbai. Save big on travel coupons. Hurry!",,,,,,,
"132-3-12365","Site Wide: Get Flat 20% OFF (All ICICI Users)","Now buy gift items from ferns n petals online gifts store and you get Flat 20% OFF on your cart value. By apply above Ferns N Petals coupon to avail this offer. This Offer valid only for ICICI bank customers. Hurry! ",,,,,,,
"132-3-12970","Site Wide: Get Flat 18% OFF (Kotak Bank Users)","Ferns N Petals offers Flat 18% OFF for all Kotak Bank Customers. Select your products or gifts. At the order summary page select the Discount/Gift coupon field and enter Coupon Code. Pay through your Kotak Credit Card, Debit Card & Net Banking to Avail the discount. Avail this massive offer today. ",,,,,,,
"132-3-15040","Flat 10% OFF Sitewide","Now Buy for the special gifts to a special person at Ferns N Petals online store and Get Flat 10% OFF on your final purchase value. By using ferns and petals Code to avail this offer. Avail it! ",,,,,,,
"132-3-17045","Flat 15% OFF On All Orders (Sitewide)","Buy now with Ferns N Petals Online Store and Avail Flat 15% OFF on all personalized gifts, cakes and flowers listed across the site. Use the given ferns n petals coupon at checkout page to avail this amazing discount offer. Hurry Now! Avail it today. ",,,,,,,
"132-3-18008","Personalized Gifts: Flat 15% OFF On Rs 199 & Above","Buy now for personalized gifts like cushions, coffee mugs, iphone case covers, lamps like many at Fernsnpetals store and get Flat 15% OFF on Rs 199 and above. Use above coupon to avail this offer. ",,,,,,,
"132-3-18013","Birthday Gifts: Flat 12% OFF","With Ferns n petals online, you can send these amazing presents to your loved ones anywhere in India and make their birthday extra special. Buy here and get 12% OFF on cart value. Use above Ferns N Petals Coupon Code to get this offer. ",,,,,,,
"132-3-18999","Karwa Chauth Gifts: Flat 15% OFF","Buy now for the Karwa Chauth celebrates the love shared between husband and wife. Where you can avail like Pooja thali, gorgeous bouquets and delicious cakes and cupcakes that help in the celebration of the day fully. Ferns and Petals also features other assorted gifts such as chocolates, cakes, jewelry and personalized gift items. By applying Ferns and Petals coupons to get this offer. Hurry. Avail it today. ",,,,,,,
"132-3-19083","Diwali Gifts: Flat 15% OFF","Now send gifts for the most celebrated festival in the Hindu calendar like Diwali. Buy for Soan Papdi, Kaju Burfi, Ragullas and Soan Papdi among personalized gifts many others at Ferns and Petals online gifts store. Use above given coupon and get this festive offer today. Hurry! ",,,,,,,
"132-3-4629","Perfect Gifts For Every Occasion Starts @ Rs 399","No more confusions to select perfect gift selection to your friends or family members. Buy in FNP for wide ranges and new trend gift collections, minimum price starts at just Rs 399. No Ferns N Petals coupon needed. Hurry! ",,,,,,,
"134-4-136233","Women Cotton Wear Starts  at  Rs.390","Women cotton clothing on brand like Kurtis,mangalagiri chudidars, cotton salwars,cotton ajrak sling bags etc. No coupon code required.",,,,,,,
"134-4-136238","Women Dupattas & Stoles Starts  at  Rs.790","Women clothing on categories like stoles,dupattas,designer dupattas etc.No coupon code required to active this deal.click here to get offer page.",,,,,,,
"134-4-136240","Women Ethnic Kurtas Starts  at  Rs.590","Women clothing on categories like cotton kurtis,kurtas,knee & long length kurtas etc. No coupon code required.",,,,,,,
"134-4-136245","Women Jewellery starts  at  Rs.390","Women Jewellery on categories like ear rings,studs,necklaces,hangings etc. No coupon code required.",,,,,,,
"134-4-38757","Women&#8217;s Wear Starts  at  Rs.290","Get Women`s Wear Starts @ Rs.290 on categories like Jewellery, Skirts, Bags, Sarees etc. No need to use any coupon codes.",,,,,,,
"134-4-38760","Men&#8217;s Wear Starts  at  Rs.490","Get Men`s Wear Starts @ Rs.490 on categories like Ties, Shirts, Kurtas etc. No need to use any coupon codes.",,,,,,,
"134-4-38762","Home Products Starts  at  Rs.75","Get Home Products Starts @ Rs.75 on types like Cushion Covers, Curtains, Quilts,Tablecloths etc. No need to use any coupon codes.",,,,,,,
"134-4-38769","Furniture Starts  at  Rs.2,400","Furniture Starts @ Rs.2,400. †on types like Bed Room Furniture, Living Room Furniture etc. No need to use any coupon code required.",,,,,,,
"134-4-38772","Upto 10% off on Personal Care Products","Get upto 10% off on Personal Care Products on types like Silk Protein Range, Hair Care, Skin Care. No need to use any coupon codes.",,,,,,,
"134-4-38776","Gifts Starts  at  Rs.130","Gifts Starts @ Rs.130 on types like Mugs, Bags, Purses etc. †No need to use any coupon codes.",,,,,,,
"137-7-434195","Get Best Prices On Honeymoon Destinations Domestic & International","Book your honeymoon destination at best price at Expedia",,,,,,,
"137-7-437952","Get Extra 5% Off On All Hotel Bookings","Book your hotels and get extra 5% off at Expedia. Use Code to avail this offer. Offer valid for limited period only.",,,,,,,
"137-7-462524","Get Half Price On Select Hotels","By invite only - Half price hotels for select few at Expedia. Code Not Required. First come first serve for limited customers only.",,,,,,,
"137-7-523848","Get Featured Deals On Domestic & International Flights","Book and get featured domestic & international flight deals at Expedia. Code Not Required. Offer valid for limited period only.",,,,,,,
"137-7-542885","Get Best Last Minute Deals on Hotels.","Expedia offers best last minute deals on hotels. Get the deals with Expedia without Code. On this listing page you will find the most popular last minute offers at amazing prices.",,,,,,,
"137-7-547398","Get Extra 7% Off On All Hotel Bookings","Book your hotels and get extra 7% off at Expedia. Use Code to avail this offer. Offer valid for limited period only.",,,,,,,
"137-7-552829","Get Extra Up To 50% Off On Your Big Travel Plans","Get Extra up to 50% off on your big travel plans at Expedia. Use Code to avail this offer. Offer valid for limited period only.",,,,,,,
"137-7-554196","Up To 50% Off On Hotel Bookings In Goa","Great deals for your next beach holiday in Goa, get up to 50% off on hotel bookings at Expedia. Use Code to avail this offer. Offer valid for limited period only.",,,,,,,
"137-7-554197","Awesome Deals For The Festive Season - Up To 50% Off On Hotels","Plan a great vacation with these awesome deals for the festive season and get up to 50% off on hotels at Expedia. Use Code to avail this offer. More details on the listing page.",,,,,,,
"137-7-554199","Great Deals For Your Southeast Asian Vacation - Up To 50% Off On Hotels","Great deals for your Southeast Asian cacation - Up To 50% off on hotels at Expedia. Use Code to avail this offer. More details on the listing page.",,,,,,,
"137-7-554202","Enjoy Your Arabian Nights With These Great Deals - Up To 50% Off On Hotels","Enjoy your Arabian nights with these great deals and up to 50% off on hotels at Expedia. Use Code to avail this offer. More details on the listing page.",,,,,,,
"137-7-554204","Amazing Deals For Amazing Thailand - Up To 60% Off On Hotels","Amazing deals for amazing Thailand - Up to 60% off on hotels at Expedia. Use Code and get Extra 509% off. Use Code to avail this offer. More details on the listing page.",,,,,,,
"140-3-11510","Now in Indore: Best Price in Cab Booking","Meru Cabs is Finally Arrived in Madhya Pradesh's Commercial Capital with Introductory prices of Only Rs 10/Km ( Meru Genie) and Rs 14/km (Meru). No Code is needed. Enjoy the Journey with Meru cabs. ",,,,,,,
"140-3-11720","Get Rs 150 OFF on First App Booking","Meru Cabs is Offering Flat Rs 150 OFF on First App Booking. Use the above Code to Avail this Offer. This is Valid Only in App. Valid in Mumbai, Delhi, Gurgaon, Noida, Bengaluru, Ahmedabad, Kolkata, Chandigarh, Coimbatore, Kochi, Hyderabad. This Offer is not valid in Surat, Vadodara, Indore, Pune, Jaipur, Visakhapatnam, Jodhpur, Udaipur, Amritsar, Ludhiana, Mysore, Chennai, Bhubaneswar. ",,,,,,,
"140-3-12461","Coimbatore: Ride for Just Rs 13 per Km","Get ready to Celebrate this holiday season in Coimbatore with Meru Cabs and cruise around the city at introductory prices of only Rs 13/km (MeruGenie) and Rs 16/km (Meru). No Coupon is needed. This Meru Cabs deal is Only for Coimbatore. ",,,,,,,
"140-3-13330","Delhi: Smartest Way to Book Meru Cabs","Say good-bye to long queues. The smartest way to book your Meru is now at IGI Airport (Domestic) in ??Delhi?. They are excited to announce the launch of the first of its kind Self Check-in Meru Kiosk. This is a unique booking system which will enable consumers to ??InstaBook? a Meru while they await baggage clearance inside the terminal. No Merucabs Coupon is needed. ",,,,,,,
"140-3-16411","Get Rs150 OFF on Airport trips","Meru Cabs is Offering Rs 150 OFF on Airport Trips. This is valid only in Hyderabad and Bengaluru. This is valid for only MeruCabs and Meru Plus. This is not applicable for Meru Genie service. This is valid only for City to Airport trips, booked on the Meru Mobile App, User has to enter code while booking through the Mobile App. ",,,,,,,
"140-3-19286","Get Flat 10% Cashback on Meru Cabs Bookings","Meru Cabs is Offering 10% Paytm Cash when you Transact Using Paytm Wallet. No minimum Transaction amount is needed. Maximum cashback of Rs 100 can be availed. This is Valid for 5 transaction per user. Mobile number needs to be verified to be eligible for cash back. This is Valid from 20th October 2015. No Code is needed. ",,,,,,,
"140-3-19290","Carpool: Get Rs 450 Discount for Ride Owners","Meru is Offering CarPooling. This is Valid for Ride Owners. Get Rs 450 OFF on Completion of 15 Rides. Get Rs 250 OFF on Completion of 10 Rides. Get Rs 100 on Completion of 5 Rides. This is is valid only on offering personal car ride for sharing on Carpool by Meru. This is valid in India, wherever Carpool by Meru service is available. The user will get the above mentioned benefit in terms of credit in Paytm wallet linked to his/her profile in the app. Start Pool Today and enjoy the Benefits. No Code is needed. ",,,,,,,
"140-3-19294","Get Rs 50 OFF on CarPool Ride","Meru Cabs is Offering Rs 50 OFF on Car Pool Ride. Take a carpool ride and get Rs 50 credited in your Paytm wallet. This is Valid on Only Completion of 1st Trip with Carpool by Meru. No Code is needed. This is applicable only on the first ride taken by the ride seeker & for one time use. To avail this user has to make sure that he/she has an active Paytm wallet. All the Users who fulfill all the above conditions will get rewarded with Rs 50 in his/her active Paytm wallet within 2 working days post completion of transaction. Start Booking Now. ",,,,,,,
